user_add_mean,user_del_mean,user_speak_mean,user_turns_mean,user_wh_mean,user_self_mean,user_us_mean,user_add_sd,user_del_sd,user_speak_sd,user_turns_sd,user_wh_sd,user_self_sd,user_us_sd,CQ,ARG,SMU,STR
0.0,0.0,3.960666666666667,2.333333333333333,0.0,1.0,0.0,0.0,0.0,1.095701398901889,0.4714045207910317,0.0,1.4142135623730951,0.0,0,0,1,0
63.333333333333336,4.0,2.578333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.0,89.56685895029602,5.656854249492381,1.2088811172135807,0.4714045207910317,0.4714045207910317,0.9428090415820634,0.0,0,0,1,1
12.333333333333334,0.3333333333333333,5.400333333333332,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,17.441967269268172,0.4714045207910317,3.2693926381244296,1.247219128924647,0.4714045207910317,0.4714045207910317,0.4714045207910317,1,1,1,1
5.0,1.0,2.56,1.3333333333333333,0.6666666666666666,0.0,0.0,7.071067811865476,1.4142135623730951,2.2228510221485083,0.9428090415820634,0.4714045207910317,0.0,0.0,0,0,1,1
12.333333333333334,1.6666666666666667,3.168333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,10.338708279513884,1.699673171197595,2.2922900243109634,0.4714045207910317,0.4714045207910317,0.0,0.0,1,1,1,1
23.0,0.0,4.741333333333333,2.6666666666666665,0.3333333333333333,0.0,0.0,32.526911934581186,0.0,1.2889999569002664,0.4714045207910317,0.4714045207910317,0.0,0.0,1,1,1,1
8.666666666666666,0.3333333333333333,3.9653333333333336,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,12.256517540566824,0.4714045207910317,3.169162069415546,0.9428090415820634,0.4714045207910317,0.4714045207910317,0.0,1,1,1,1
16.666666666666668,0.6666666666666666,4.828,1.3333333333333333,0.0,1.3333333333333333,0.0,5.436502143433364,0.9428090415820634,2.5681896347427307,0.4714045207910317,0.0,1.247219128924647,0.0,1,0,1,1
14.666666666666666,2.6666666666666665,3.2390000000000003,1.0,0.0,0.3333333333333333,0.0,18.66071333637121,3.091206165165235,2.9625712930943395,0.816496580927726,0.0,0.4714045207910317,0.0,1,0,1,1
21.0,7.666666666666667,5.597,2.0,0.6666666666666666,2.0,0.0,18.01850900231944,4.496912521077347,0.4446489251833034,0.0,0.4714045207910317,0.0,0.0,1,1,1,1
4.333333333333333,1.3333333333333333,3.986666666666667,2.0,0.6666666666666666,2.0,0.0,4.784233364802441,0.9428090415820634,1.1020418423191665,0.816496580927726,0.4714045207910317,0.816496580927726,0.0,1,1,1,1
16.0,3.6666666666666665,7.578,2.6666666666666665,0.6666666666666666,4.666666666666667,0.0,20.54263858417414,5.185449728701348,2.561475746518011,0.4714045207910317,0.4714045207910317,0.9428090415820634,0.0,1,1,1,1
12.333333333333334,3.6666666666666665,7.608,2.0,0.0,1.0,0.0,8.73053390247253,4.496912521077348,2.7354624228211697,0.0,0.0,0.816496580927726,0.0,1,1,1,1
18.666666666666668,3.333333333333333,1.5296666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,20.99735433069816,2.867441755680876,2.1632753459100447,0.4714045207910317,0.0,0.9428090415820634,0.0,1,1,1,1
0.0,0.0,8.931333333333333,5.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.9623867321520092,0.816496580927726,0.0,0.9428090415820634,0.0,1,1,1,1
3.6666666666666665,0.0,5.556333333333334,2.333333333333333,0.6666666666666666,3.0,1.0,2.0548046676563256,0.0,2.261789900843037,0.4714045207910317,0.9428090415820634,0.816496580927726,0.816496580927726,1,1,1,1
4.0,5.0,6.727,3.0,1.0,3.0,1.0,5.656854249492381,7.071067811865476,1.0171532169081838,0.0,0.816496580927726,2.8284271247461903,0.0,1,1,1,1
11.666666666666666,0.0,10.116666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.3333333333333333,16.49915822768611,0.0,0.7880525927175731,0.4714045207910317,0.4714045207910317,0.4714045207910317,0.4714045207910317,1,1,1,1
15.0,5.0,4.003333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,17.795130420052185,4.546060565661952,2.3939081482425806,0.4714045207910317,0.0,0.816496580927726,0.4714045207910317,1,1,1,1
55.0,0.0,2.688333333333333,1.3333333333333333,0.3333333333333333,0.0,0.0,77.78174593052023,0.0,1.207213412045369,0.4714045207910317,0.4714045207910317,0.0,0.0,1,1,1,1
70.0,0.0,3.8496666666666655,2.333333333333333,1.3333333333333333,1.0,0.0,98.99494936611666,0.0,2.9908478545203345,1.699673171197595,0.9428090415820634,0.816496580927726,0.0,1,1,1,1
17.666666666666668,0.3333333333333333,3.414333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.0,24.98443960192468,0.4714045207910317,2.844651160023355,1.247219128924647,0.4714045207910317,0.4714045207910317,0.0,1,1,1,1
10.333333333333334,10.333333333333334,2.529666666666667,1.3333333333333333,0.0,0.3333333333333333,0.0,14.613540144521982,12.552113589175152,2.335577349512441,0.4714045207910317,0.0,0.4714045207910317,0.0,1,1,1,1
23.666666666666668,0.3333333333333333,3.084333333333334,2.0,0.3333333333333333,0.6666666666666666,0.0,33.46972097616325,0.4714045207910317,2.1865507591231954,1.4142135623730951,0.4714045207910317,0.9428090415820634,0.0,1,1,1,1
4.666666666666667,0.3333333333333333,5.055000000000001,1.3333333333333333,0.0,0.3333333333333333,0.0,6.599663291074443,0.4714045207910317,4.1491966290676885,0.9428090415820634,0.0,0.4714045207910317,0.0,1,1,1,1
