feature,importance
user_speak_mean,0.18614830623838657
user_turns_mean,0.16639029951646594
user_speak_sd,0.1292909374237301
user_self_mean,0.07986982212372924
user_self_sd,0.06429909188769597
user_turns_sd,0.05559840531758403
user_add_mean,0.05041169692586249
user_add_sd,0.04897557567185973
user_us_mean,0.04735004054076299
user_del_mean,0.03799542194814379
user_wh_mean,0.037665249978297524
user_del_sd,0.03702702483300916
user_us_sd,0.03548304501707344
user_wh_sd,0.023495082577399216
