feature,importance
user_speak_mean,0.1386949307643948
user_add_mean,0.13757452387068875
user_add_sd,0.12777911656499005
user_speak_sd,0.12108743210405788
user_turns_mean,0.11981712625273715
user_turns_sd,0.06476402071011218
user_del_sd,0.05528132914735955
user_del_mean,0.04912817795810134
user_self_mean,0.04634916011703146
user_self_sd,0.0453101635948516
user_wh_sd,0.02945826545523709
user_wh_mean,0.02714449678245947
user_us_mean,0.020470182706661243
user_us_sd,0.0171410739713173
