feature,importance
user_speak_mean,0.20053600332615834
user_turns_mean,0.16554300456409637
user_speak_sd,0.1378562780782135
user_self_mean,0.07387621791324346
user_self_sd,0.0678777354107336
user_turns_sd,0.05036793068020528
user_del_sd,0.04816660195841758
user_del_mean,0.04669902625957669
user_us_mean,0.04391798331831987
user_wh_mean,0.03753386349165126
user_add_mean,0.03699537689092879
user_add_sd,0.0358252217785692
user_us_sd,0.027830717804092173
user_wh_sd,0.02697403852579394
